"repeat_id","row_id","Verb","fold"
1,1092,"send",5
1,1093,"send",1
1,1094,"send",3
1,1095,"send",3
1,1096,"send",5
1,1097,"send",1
1,1098,"send",1
1,1099,"send",9
1,1100,"send",6
1,1101,"send",8
1,1102,"send",7
1,1104,"send",5
1,1106,"send",6
1,1107,"send",2
1,1108,"send",4
1,1109,"send",5
1,1110,"send",9
1,1111,"send",10
1,1112,"send",7
1,1113,"send",6
1,1114,"send",1
1,1115,"send",4
1,1116,"send",5
1,1117,"send",9
1,1118,"send",8
1,1119,"send",9
1,1120,"send",6
1,1121,"send",4
1,1122,"send",5
1,1123,"send",10
1,1124,"send",4
1,1126,"send",10
1,1127,"send",10
1,1128,"send",5
1,1129,"send",7
1,1130,"send",2
1,1131,"send",8
1,1132,"send",2
1,1133,"send",9
1,1134,"send",9
1,1135,"send",6
1,1136,"send",2
1,1137,"send",4
1,1138,"send",7
1,1139,"send",1
1,1140,"send",4
1,1141,"send",8
1,1142,"send",7
1,1143,"send",5
1,1144,"send",7
1,1147,"send",4
1,1148,"send",8
1,1149,"send",6
1,1150,"send",3
1,1151,"send",2
1,1152,"send",5
1,1153,"send",4
1,1154,"send",6
1,1155,"send",3
1,1156,"send",3
1,1158,"send",10
1,1159,"send",3
1,1161,"send",3
1,1163,"send",1
1,1164,"send",5
1,1165,"send",6
1,1166,"send",10
1,1167,"send",6
1,1168,"send",7
1,1169,"send",5
1,1170,"send",2
1,1171,"send",6
1,1172,"send",10
1,1173,"send",2
1,1174,"send",2
1,1175,"send",3
1,1176,"send",5
1,1177,"send",3
1,1178,"send",4
1,1179,"send",1
1,1180,"send",3
1,1181,"send",10
1,1183,"send",1
1,1184,"send",1
1,1185,"send",7
1,1186,"send",3
1,1187,"send",7
1,1188,"send",1
1,1189,"send",3
1,1190,"send",8
1,1191,"send",3
1,1192,"send",6
1,1193,"send",2
1,1194,"send",9
1,1195,"send",2
1,1196,"send",2
1,1197,"send",6
1,1198,"send",4
1,1199,"send",7
1,1200,"send",7
1,1201,"send",2
1,1202,"send",9
1,1203,"send",10
1,1204,"send",2
1,1205,"send",10
1,1206,"send",5
1,1207,"send",10
1,1208,"send",10
1,1209,"send",8
1,1210,"send",10
1,1211,"send",1
1,1212,"send",9
1,1213,"send",1
1,1214,"send",7
1,1215,"send",9
1,1216,"send",10
1,1217,"send",1
1,1218,"send",8
1,1219,"send",4
1,1220,"send",7
1,1223,"send",3
1,1224,"send",6
1,1225,"send",1
1,1226,"send",4
1,1227,"send",8
1,1228,"send",6
1,1229,"send",6
1,1230,"send",8
1,1231,"send",4
1,1232,"send",2
1,1234,"send",3
1,1235,"send",4
1,1236,"send",10
1,1237,"send",3
1,1238,"send",9
1,1239,"send",6
1,1240,"send",3
1,1241,"send",10
1,1242,"send",8
1,1243,"send",4
1,1245,"send",8
1,1246,"send",3
1,1247,"send",2
1,1248,"send",2
1,1249,"send",9
1,1250,"send",3
1,1251,"send",5
1,1252,"send",4
1,1253,"send",1
1,1254,"send",10
1,1255,"send",7
1,1257,"send",10
1,1258,"send",1
1,1259,"send",4
1,1260,"send",7
1,1261,"send",1
1,1262,"send",7
1,1263,"send",1
1,1264,"send",7
1,1265,"send",5
1,1266,"send",3
1,1267,"send",3
1,1268,"send",2
1,1269,"send",2
1,1270,"send",5
1,1271,"send",7
1,1272,"send",9
1,1273,"send",10
1,1274,"send",7
1,1275,"send",2
1,1276,"send",9
1,1277,"send",9
1,1278,"send",8
1,1279,"send",1
1,1280,"send",2
1,1281,"send",3
1,1282,"send",1
1,1283,"send",9
1,1284,"send",6
1,1285,"send",6
1,1286,"send",6
1,1288,"send",4
1,1289,"send",9
1,1290,"send",5
1,1291,"send",3
1,1292,"send",3
1,1293,"send",4
1,1294,"send",4
1,1295,"send",9
1,1296,"send",10
1,1297,"send",8
1,1298,"send",7
1,1299,"send",7
1,1300,"send",7
1,1301,"send",9
1,1302,"send",6
1,1303,"send",6
1,1304,"send",8
1,1305,"send",6
1,1306,"send",5
1,1307,"send",8
1,1308,"send",9
1,1309,"send",10
1,1312,"send",4
1,1313,"send",8
1,1314,"send",9
1,1315,"send",1
1,1317,"send",8
1,1318,"send",2
1,1319,"send",8
1,1320,"send",9
1,1322,"send",7
1,1323,"send",2
1,1324,"send",10
1,1325,"send",8
1,1326,"send",5
1,1327,"send",6
1,1328,"send",3
1,1329,"send",9
1,1330,"send",1
1,1331,"send",3
1,1332,"send",8
1,1333,"send",8
1,1334,"send",1
1,1335,"send",8
1,1336,"send",6
1,1337,"send",7
1,1338,"send",9
1,1340,"send",1
1,1341,"send",4
1,1343,"send",6
1,1344,"send",1
1,1345,"send",6
1,1346,"send",2
1,1347,"send",1
1,1348,"send",4
1,1349,"send",4
1,1350,"send",3
1,1351,"send",7
1,1352,"send",4
1,1353,"send",10
1,1354,"send",8
1,1355,"send",10
1,1356,"send",6
1,1357,"send",3
1,1358,"send",7
1,1359,"send",5
1,1360,"send",10
1,1362,"send",6
1,1363,"send",8
1,1364,"send",2
1,1365,"send",5
1,1366,"send",5
1,1367,"send",2
1,1368,"send",5
1,1369,"send",8
1,1370,"send",4
1,1371,"send",10
1,1372,"send",3
1,1374,"send",1
1,1375,"send",9
1,1376,"send",9
1,1377,"send",1
1,1378,"send",1
1,1379,"send",5
1,1380,"send",3
1,1381,"send",8
1,1382,"send",4
1,1385,"send",5
1,1386,"send",6
1,1387,"send",10
1,1388,"send",6
1,1389,"send",7
1,1390,"send",5
1,1391,"send",4
1,1393,"send",1
1,1394,"send",2
1,1395,"send",8
1,1396,"send",5
1,1397,"send",7
1,1398,"send",5
1,1399,"send",2
1,1400,"send",9
1,1401,"send",3
1,1402,"send",8
1,1403,"send",9
1,1405,"send",9
1,1406,"send",4
1,1407,"send",1
1,1408,"send",3
1,1409,"send",2
1,1410,"send",6
1,1411,"send",2
1,1412,"send",9
1,1414,"send",1
1,1415,"send",6
1,1417,"send",7
1,1418,"send",2
1,1419,"send",10
1,1420,"send",5
1,1421,"send",9
1,1422,"send",2
1,1424,"send",9
1,1425,"send",3
1,1426,"send",4
1,1427,"send",4
1,1428,"send",6
1,1429,"send",5
1,1430,"send",3
1,1431,"send",4
1,1432,"send",5
1,1433,"send",7
1,1438,"send",3
1,1439,"send",7
1,1440,"send",4
1,1441,"send",7
1,1442,"send",10
1,1443,"send",8
1,1444,"send",5
1,1446,"send",5
1,1447,"send",2
1,1448,"send",3
1,1449,"send",3
1,1450,"send",6
1,1451,"send",4
1,1452,"send",2
1,1454,"send",1
1,1455,"send",4
1,1456,"send",9
1,1457,"send",8
1,1458,"send",10
1,1459,"send",6
1,1460,"send",8
1,1461,"send",3
1,1462,"send",5
1,1463,"send",8
1,1464,"send",4
1,1465,"send",1
1,1466,"send",9
1,1467,"send",7
1,1468,"send",5
1,1469,"send",10
1,1470,"send",8
1,1471,"send",9
1,1472,"send",5
1,1473,"send",4
1,1474,"send",6
1,1475,"send",2
1,1476,"send",10
1,1477,"send",4
1,1478,"send",8
1,1479,"send",1
1,1481,"send",8
1,1482,"send",10
1,1484,"send",7
1,1485,"send",3
1,1487,"send",2
1,1488,"send",4
1,1489,"send",6
1,1490,"send",5
1,1491,"send",8
1,1492,"send",9
1,1493,"send",2
1,1495,"send",6
1,1496,"send",6
1,1497,"send",7
1,1498,"send",10
1,1499,"send",7
1,1501,"send",7
1,1502,"send",1
1,1503,"send",9
1,1504,"send",10
1,1505,"send",10
1,1506,"send",8
1,1507,"send",9
1,1508,"send",9
1,1509,"send",10
1,1510,"send",5
1,1511,"send",2
1,1513,"send",6
1,1514,"send",1
1,1515,"send",1
1,1516,"send",7
1,1517,"send",8
1,1518,"send",7
1,1519,"send",1
1,1520,"send",10
1,1521,"send",3
1,1522,"send",2
1,1523,"send",9
1,1524,"send",3
1,1525,"send",5
1,1527,"send",9
1,1529,"send",6
1,1531,"send",1
1,1533,"send",10
1,1534,"send",9
1,1535,"send",10
1,1536,"send",4
1,1537,"send",3
1,1538,"send",9
1,1539,"send",2
1,1540,"send",4
1,1541,"send",7
1,1542,"send",4
1,1543,"send",5
1,1544,"send",7
1,1545,"send",5
1,1546,"send",10
1,1547,"send",4
1,1548,"send",2
1,1549,"send",5
1,1550,"send",5
1,1555,"send",8
1,1556,"send",10
1,1557,"send",6
1,1558,"send",5
1,1559,"send",6
1,1560,"send",9
1,1561,"send",4
1,1562,"send",1
1,1563,"send",6
1,1565,"send",8
1,1566,"send",5
1,1568,"send",8
1,1569,"send",1
1,1570,"send",7
1,1571,"send",1
1,1572,"send",1
1,1573,"send",1
1,1574,"send",8
1,1575,"show",5
1,1576,"show",2
1,1577,"show",9
1,1578,"show",8
1,1579,"show",2
1,1580,"show",10
1,1581,"show",2
1,1582,"show",6
1,1583,"show",2
1,1584,"show",9
1,1585,"show",7
1,1586,"show",7
1,1588,"show",10
1,1589,"show",1
1,1590,"show",7
1,1591,"show",2
1,1592,"show",1
1,1593,"show",5
1,1594,"show",3
1,1595,"show",1
1,1596,"show",4
1,1597,"show",5
1,1598,"show",3
1,1599,"show",4
1,1600,"show",9
1,1601,"show",9
1,1602,"show",10
1,1603,"show",4
1,1604,"show",1
1,1605,"show",3
1,1606,"show",9
1,1607,"show",9
1,1608,"show",5
1,1609,"show",4
1,1610,"show",5
1,1611,"show",7
1,1612,"show",6
1,1613,"show",9
1,1614,"show",8
1,1615,"show",2
1,1616,"show",10
1,1617,"show",7
1,1618,"show",3
1,1619,"show",2
1,1620,"show",5
1,1621,"show",6
1,1622,"show",2
1,1623,"show",9
1,1624,"show",1
1,1625,"show",1
1,1626,"show",7
1,1627,"show",6
1,1628,"show",1
1,1629,"show",8
1,1630,"show",3
1,1631,"show",9
1,1632,"show",9
1,1633,"show",4
1,1635,"show",5
1,1636,"show",9
1,1637,"show",5
1,1638,"show",2
1,1639,"show",10
1,1640,"show",6
1,1642,"show",8
1,1643,"show",9
1,1644,"show",3
1,1645,"show",6
1,1646,"show",5
1,1647,"show",8
1,1648,"show",3
1,1649,"show",6
1,1650,"show",5
1,1651,"show",6
1,1652,"show",4
1,1653,"show",1
1,1654,"show",4
1,1655,"show",6
1,1656,"show",2
1,1657,"show",3
1,1658,"show",5
1,1661,"show",4
1,1662,"show",10
1,1663,"show",7
1,1664,"show",5
1,1665,"show",10
1,1666,"show",2
1,1667,"show",10
1,1668,"show",6
